date,date,filing_date,currency_symbol,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,sellingAndMarketingExpenses,grossProfit,reconciledDepreciation,ebit,ebitda,depreciationAndAmortization,nonOperatingIncomeNetOther,operatingIncome,otherOperatingExpenses,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
1985-09-30,1985-09-30,1985-09-30,USD,,,-2722600000.00,,22300000.00,,,409700000.00,,,-1361300000.00,,,-1361300000.00,1771000000.00,,,,,,,,-2722600000.00,409700000.00,1771000000.00,,1361300000.00,,,,
1985-12-31,1985-12-31,1985-12-31,USD,,,1067800000.00,,56900000.00,,,533900000.00,,,533900000.00,,,533900000.00,,,,,,,,,1067800000.00,533900000.00,,,533900000.00,,,,
1986-03-31,1986-03-31,1986-03-31,USD,,,817800000.00,,31800000.00,,,408900000.00,,,408900000.00,,,408900000.00,,,,,,,,,817800000.00,408900000.00,,,408900000.00,,,,
1986-06-30,1986-06-30,1986-06-30,USD,,,896600000.00,,32300000.00,,,448300000.00,,,448300000.00,,,448300000.00,,,,,,,,,896600000.00,448300000.00,,,448300000.00,,,,
1986-09-30,1986-09-30,1986-09-30,USD,,,-2235200000.00,,32900000.00,,,510800000.00,,,-1117600000.00,,,-1117600000.00,1628400000.00,,,,,,,,-2235200000.00,510800000.00,1628400000.00,,1117600000.00,,,,
1986-12-31,1986-12-31,1986-12-31,USD,,,1324600000.00,,58500000.00,,,662300000.00,,,662300000.00,,,662300000.00,,,,,,,,,1324600000.00,662300000.00,,,662300000.00,,,,
1987-03-31,1987-03-31,1987-03-31,USD,,,1150600000.00,,33900000.00,,,575300000.00,,,575300000.00,,,575300000.00,,,,,,,,,1150600000.00,575300000.00,,,575300000.00,,,,
1987-06-30,1987-06-30,1987-06-30,USD,,,1274200000.00,,53500000.00,,,637100000.00,,,637100000.00,,,637100000.00,,,,,,,,,1274200000.00,637100000.00,,,637100000.00,,,,
1987-09-30,1987-09-30,1987-09-30,USD,,,-3006200000.00,,71700000.00,,,786500000.00,,,-1503100000.00,,,-1503100000.00,2289600000.00,,,,,,,,-3006200000.00,786500000.00,2289600000.00,,1503100000.00,,,,
1987-12-31,1987-12-31,1987-12-31,USD,,,2084800000.00,,121400000.00,,,1042400000.00,,,1042400000.00,,,1042400000.00,,,,,,,,,2084800000.00,1042400000.00,,,1042400000.00,,,,
1988-03-31,1988-03-31,1988-03-31,USD,,,1734400000.00,,79700000.00,,,867200000.00,,,867200000.00,,,867200000.00,,,,,,,,,1734400000.00,867200000.00,,,867200000.00,,,,
1988-06-30,1988-06-30,1988-06-30,USD,,,1986200000.00,,91300000.00,,,993100000.00,,,993100000.00,,,993100000.00,,,,,,,,,1986200000.00,993100000.00,,,993100000.00,,,,
1988-09-30,1988-09-30,1988-09-30,USD,,,-4564800000.00,,108000000.00,,,1168700000.00,,,-2282400000.00,,,-2282400000.00,3451100000.00,,,,,,,,-4564800000.00,1168700000.00,3451100000.00,,2282400000.00,,,,
1988-12-31,1988-12-31,1988-12-31,USD,,,2810200000.00,,140500000.00,,,1405100000.00,,,1405100000.00,,,1405100000.00,,,,,,,,,2810200000.00,1405100000.00,,,1405100000.00,,,,
1989-03-31,1989-03-31,1989-03-31,USD,,,2493800000.00,,56400000.00,,,1246900000.00,,,1246900000.00,,,1246900000.00,,,,,,,,,2493800000.00,1246900000.00,,,1246900000.00,,,,
1989-06-30,1989-06-30,1989-06-30,USD,,,2496400000.00,,96100000.00,,,1248200000.00,,,1248200000.00,,,1248200000.00,,,,,,,,,2496400000.00,1248200000.00,,,1248200000.00,,,,
1989-09-30,1989-09-30,1989-09-30,USD,,,-6532000000.00,,161000000.00,,,1383700000.00,,,-3266000000.00,,,-3266000000.00,4649700000.00,,,,,,,,-6532000000.00,1383700000.00,4649700000.00,,3266000000.00,,,,
1989-12-31,1989-12-31,1989-12-31,USD,,,204600000.00,,124800000.00,587100000.00,,824900000.00,47800000.00,190000000.00,237800000.00,47800000.00,,190000000.00,1303400000.00,29200000.00,,,,,,,79800000.00,1493400000.00,634900000.00,668500000.00,14600000.00,,,,
1990-03-31,1990-03-31,1990-03-31,USD,,,216100000.00,,131800000.00,537400000.00,,780900000.00,44200000.00,199300000.00,243500000.00,44200000.00,,199200000.00,1147000000.00,33700000.00,,,,,,,84300000.00,1346200000.00,581700000.00,565300000.00,16900000.00,,,,
1990-06-30,1990-06-30,1990-06-30,USD,,,196400000.00,,119800000.00,554300000.00,,786500000.00,49900000.00,182300000.00,232200000.00,49900000.00,,182300000.00,1182500000.00,28200000.00,,,,,,,76600000.00,1364800000.00,604200000.00,578300000.00,14100000.00,,,,
1990-09-30,1990-09-30,1990-09-30,USD,,,161400000.00,,98500000.00,,,762700000.00,60800000.00,140600000.00,201400000.00,60800000.00,,140600000.00,1213500000.00,41700000.00,,,,,,,62900000.00,1354100000.00,622100000.00,591400000.00,20800000.00,,,,
1990-12-31,1990-12-31,1990-12-31,USD,,,242700000.00,,150500000.00,632300000.00,,907800000.00,47100000.00,228400000.00,275500000.00,47100000.00,,228400000.00,1447100000.00,28700000.00,,,,,,,92200000.00,1675500000.00,679400000.00,767700000.00,14300000.00,,,,
1991-03-31,1991-03-31,1991-03-31,USD,,,211500000.00,,131100000.00,592500000.00,,825000000.00,45900000.00,186600000.00,232500000.00,45900000.00,,186600000.00,1411100000.00,49900000.00,,,,,,,80400000.00,1597700000.00,638400000.00,772700000.00,24900000.00,,,,
1991-06-30,1991-06-30,1991-06-30,USD,,,-85600000.00,,-53100000.00,789100000.00,,753700000.00,53500000.00,-88800000.00,-35300000.00,53500000.00,,-88800000.00,1617400000.00,6500000.00,,,,,,,-32500000.00,1528600000.00,842500000.00,774900000.00,3200000.00,,,,
1991-09-30,1991-09-30,1991-09-30,USD,,,131000000.00,,81200000.00,,,712700000.00,57900000.00,121300000.00,179200000.00,57900000.00,,121300000.00,1385700000.00,19500000.00,,,,,,,49800000.00,1507000000.00,591400000.00,794300000.00,9700000.00,,,,
1991-12-31,1991-12-31,1991-12-31,USD,,,267800000.00,,166000000.00,550600000.00,,863000000.00,49800000.00,262600000.00,312400000.00,49800000.00,,262600000.00,1600000000.00,10300000.00,,,,,,,101800000.00,1862600000.00,600400000.00,999600000.00,5200000.00,,,,
1992-03-31,1992-03-31,1992-03-31,USD,,,217900000.00,,135100000.00,545100000.00,,805800000.00,50200000.00,210500000.00,260700000.00,50200000.00,,210400000.00,1505600000.00,14900000.00,,,,,,,82800000.00,1716000000.00,595400000.00,910200000.00,7500000.00,,,,
1992-06-30,1992-06-30,1992-06-30,USD,,,212400000.00,,131700000.00,570300000.00,,828500000.00,57200000.00,201100000.00,258300000.00,57200000.00,,201100000.00,1539100000.00,22600000.00,,,,,,,80700000.00,1740200000.00,627400000.00,911700000.00,11300000.00,,,,
1992-09-30,1992-09-30,1992-09-30,USD,,,157500000.00,,97600000.00,,,815000000.00,60000000.00,131600000.00,191600000.00,60000000.00,,131600000.00,1636100000.00,51600000.00,,,,,,,59900000.00,1767700000.00,683400000.00,952700000.00,25900000.00,,,,
1992-12-31,1992-12-31,1992-12-31,USD,160282000.00,,260200000.00,,161341000.00,570100000.00,,850300000.00,39400000.00,240786000.00,280186000.00,39400000.00,,240800000.00,1759507000.00,38800000.00,,,,,,,98900000.00,2000292000.00,570140000.00,1189367000.00,19442000.00,,,,
1993-03-31,1993-03-31,1993-03-31,USD,,,178900000.00,,110900000.00,591700000.00,,801900000.00,42800000.00,169099000.00,211899000.00,42800000.00,,169100000.00,1804800000.00,19600000.00,,,,,,,68000000.00,1973900000.00,632800000.00,1172000000.00,9800000.00,,,,
1993-06-30,1993-06-30,1993-06-30,USD,174169000.00,,-303700000.00,,-188300000.00,912700000.00,,647400000.00,41400000.00,14226000.00,55626000.00,41400000.00,,-306700000.00,2168645000.00,5900000.00,,,,,,,-115400000.00,1862000000.00,912670000.00,1255975000.00,2931000.00,,,,
1993-09-30,1993-09-30,1993-09-30,USD,,,4400000.00,,2700000.00,,,592900000.00,42500000.00,7100000.00,49600000.00,42500000.00,,10000000.00,2133700000.00,5600000.00,,,,,,,1700000.00,2140800000.00,585800000.00,1547900000.00,-2700000.00,,,,
1993-12-31,1993-12-31,1994-01-26,USD,152612000.00,,64544000.00,,40000000.00,374705000.00,,592024000.00,42606000.00,65394000.00,108000000.00,42606000.00,,64707000.00,2404147000.00,163000.00,,,,,,,24526000.00,2468854000.00,527317000.00,1876830000.00,293000.00,,,,
1994-03-31,1994-03-31,1994-03-31,USD,134000000.00,,28000000.00,,17000000.00,330000000.00,,499000000.00,38394000.00,35606000.00,74000000.00,38394000.00,,35000000.00,2042000000.00,8000000.00,,,,,,,11000000.00,2077000000.00,464000000.00,1578000000.00,-7000000.00,,,,
1994-06-30,1994-06-30,1994-08-12,USD,135439000.00,,222743000.00,,138000000.00,332867000.00,,573872000.00,41338000.00,231662000.00,273000000.00,41338000.00,,-21289000.00,1917000000.00,9000000.00,,,,,,,84642000.00,2149908000.00,468306000.00,1576036000.00,-10000000.00,,,,
1994-09-30,1994-09-30,1994-12-13,USD,142110000.00,,184927000.00,,114655000.00,346352000.00,,678873000.00,45620000.00,334931000.00,380551000.00,45620000.00,,369235000.00,2302875000.00,184308000.00,,,,,,,70272000.00,2493286000.00,488462000.00,1814413000.00,-5484000.00,,,,
1994-12-31,1994-12-31,1995-02-09,USD,132000000.00,,299000000.00,,188000000.00,415000000.00,,814000000.00,38000000.00,306000000.00,344000000.00,38000000.00,,284000000.00,2548000000.00,7000000.00,,,,,,,111000000.00,2832000000.00,530000000.00,2018000000.00,15000000.00,,,,
1995-03-31,1995-03-31,1995-05-15,USD,143000000.00,,116000000.00,,73000000.00,386000000.00,,695000000.00,29000000.00,126000000.00,155000000.00,29000000.00,,166000000.00,2486000000.00,10000000.00,,,,,,,43000000.00,2652000000.00,529000000.00,1957000000.00,-50000000.00,,,,
1995-06-30,1995-06-30,1995-08-11,USD,168000000.00,,164000000.00,,103000000.00,404000000.00,,728000000.00,37000000.00,180000000.00,217000000.00,37000000.00,,162000000.00,2413000000.00,16000000.00,,,,,,,61000000.00,2575000000.00,566000000.00,1847000000.00,2000000.00,,,,
1995-09-30,1995-09-30,1995-12-19,USD,171000000.00,,95000000.00,,60000000.00,378000000.00,,621000000.00,23000000.00,110000000.00,133000000.00,23000000.00,,81000000.00,2931000000.00,15000000.00,,,,,,,35000000.00,3003000000.00,549000000.00,2382000000.00,23000000.00,,,,
1995-12-31,1995-12-31,1996-02-12,USD,153000000.00,,-109000000.00,,-69000000.00,441000000.00,,475000000.00,42000000.00,-119000000.00,-77000000.00,42000000.00,,-119000000.00,3267000000.00,17000000.00,,,,,,,-40000000.00,3148000000.00,594000000.00,2673000000.00,10000000.00,,,,
1996-03-31,1996-03-31,1996-05-13,USD,150000000.00,,-1175000000.00,,-740000000.00,404000000.00,,-421000000.00,46000000.00,-975000000.00,-929000000.00,46000000.00,,-1182000000.00,3367000000.00,13000000.00,,,,,,,-435000000.00,2185000000.00,761000000.00,2606000000.00,7000000.00,,,,
1996-06-30,1996-06-30,1996-08-12,USD,155000000.00,,-51000000.00,,-32000000.00,364000000.00,,403000000.00,22000000.00,-116000000.00,-94000000.00,22000000.00,,-116000000.00,2295000000.00,12000000.00,,,,,,,-19000000.00,2179000000.00,519000000.00,1776000000.00,65000000.00,,,,
1996-09-30,1996-09-30,1996-12-19,USD,146000000.00,,40000000.00,,25000000.00,359000000.00,,511000000.00,46000000.00,58000000.00,104000000.00,46000000.00,,-45000000.00,2287000000.00,18000000.00,,,,,,,15000000.00,2321000000.00,477000000.00,1810000000.00,6000000.00,,,,
1996-12-31,1996-12-31,1997-02-10,USD,149000000.00,,-120000000.00,,-116000000.00,372000000.00,,397000000.00,25000000.00,-124000000.00,-99000000.00,25000000.00,,-124000000.00,2253000000.00,4000000.00,,,,,,,-4000000.00,2129000000.00,521000000.00,1732000000.00,4000000.00,,,,
1997-03-31,1997-03-31,1997-05-12,USD,516000000.00,,-708000000.00,,-1010000000.00,348000000.00,,303000000.00,30000000.00,-561000000.00,-531000000.00,30000000.00,,-561000000.00,2317000000.00,147000000.00,,,,,,,302000000.00,1601000000.00,1019000000.00,1298000000.00,-147000000.00,,,,
1997-06-30,1997-06-30,1997-08-11,USD,101000000.00,,-56000000.00,,-52000000.00,307000000.00,,348000000.00,22000000.00,-60000000.00,-38000000.00,22000000.00,,-60000000.00,1797000000.00,4000000.00,,,,,,,-4000000.00,1737000000.00,408000000.00,1389000000.00,4000000.00,,,,
1997-09-30,1997-09-30,1997-12-05,USD,94000000.00,,-161000000.00,,-219000000.00,259000000.00,,320000000.00,41000000.00,-229000000.00,-188000000.00,41000000.00,,-33000000.00,1647000000.00,128000000.00,,,,,,,58000000.00,1614000000.00,353000000.00,1294000000.00,9000000.00,,,,
1997-12-31,1997-12-31,1998-02-09,USD,79000000.00,,47000000.00,,47000000.00,234000000.00,,353000000.00,28000000.00,63000000.00,91000000.00,28000000.00,,40000000.00,1538000000.00,16000000.00,,,,,,,-7000000.00,1578000000.00,313000000.00,1225000000.00,7000000.00,,,,
1998-03-31,1998-03-31,1998-05-11,USD,75000000.00,,59000000.00,,55000000.00,223000000.00,,349000000.00,28000000.00,51000000.00,79000000.00,28000000.00,,51000000.00,1354000000.00,8000000.00,,,,,,,4000000.00,1405000000.00,298000000.00,1056000000.00,8000000.00,,,,
1998-06-30,1998-06-30,1998-08-10,USD,83000000.00,,109000000.00,,101000000.00,216000000.00,,360000000.00,32000000.00,61000000.00,93000000.00,32000000.00,,61000000.00,1341000000.00,48000000.00,,,,,,,8000000.00,1402000000.00,299000000.00,1042000000.00,48000000.00,,,,
1998-09-30,1998-09-30,1998-12-23,USD,73000000.00,,114000000.00,,106000000.00,235000000.00,,417000000.00,23000000.00,239000000.00,262000000.00,23000000.00,,239000000.00,1447000000.00,125000000.00,,,,,,,8000000.00,1556000000.00,308000000.00,1139000000.00,5000000.00,,,,
1998-12-31,1998-12-31,1999-02-08,USD,76000000.00,,169000000.00,,152000000.00,279000000.00,,482000000.00,23000000.00,185000000.00,208000000.00,23000000.00,,127000000.00,1583000000.00,16000000.00,,,,,,,17000000.00,1710000000.00,355000000.00,1228000000.00,42000000.00,,,,
1999-03-31,1999-03-31,1999-05-11,USD,76000000.00,,153000000.00,,135000000.00,239000000.00,,403000000.00,24000000.00,88000000.00,112000000.00,24000000.00,,42000000.00,1451000000.00,111000000.00,,,,,,,18000000.00,1530000000.00,324000000.00,1127000000.00,74000000.00,,,,
1999-06-30,1999-06-30,1999-08-06,USD,80000000.00,,229000000.00,,203000000.00,243000000.00,,427000000.00,19000000.00,104000000.00,123000000.00,19000000.00,,3000000.00,1454000000.00,226000000.00,,,,,,,26000000.00,1558000000.00,323000000.00,1131000000.00,125000000.00,,,,
1999-09-30,1999-09-30,1999-12-22,USD,82000000.00,,125000000.00,,111000000.00,235000000.00,,384000000.00,19000000.00,130000000.00,149000000.00,19000000.00,,114000000.00,1287000000.00,5000000.00,,,,,,,14000000.00,1336000000.00,335000000.00,952000000.00,76000000.00,,,,
1999-12-31,1999-12-31,2000-02-01,USD,90000000.00,,274000000.00,,183000000.00,319000000.00,,607000000.00,20000000.00,279000000.00,299000000.00,20000000.00,,243000000.00,2243000000.00,5000000.00,,,,,,,91000000.00,2343000000.00,507000000.00,1736000000.00,174000000.00,,,,
2000-03-31,2000-03-31,2000-05-11,USD,92000000.00,,319000000.00,,233000000.00,287000000.00,,549000000.00,21000000.00,170000000.00,191000000.00,21000000.00,,70000000.00,1775000000.00,249000000.00,,,,,,,86000000.00,1945000000.00,379000000.00,1396000000.00,149000000.00,,,233000000.00,
2000-06-30,2000-06-30,2000-07-31,USD,97000000.00,,270000000.00,,200000000.00,278000000.00,,543000000.00,25000000.00,275000000.00,300000000.00,25000000.00,,118000000.00,1657000000.00,5000000.00,,,,,,,70000000.00,1825000000.00,375000000.00,1282000000.00,102000000.00,,,200000000.00,
2000-09-30,2000-09-30,2000-12-14,USD,101000000.00,,229000000.00,,170000000.00,282000000.00,,467000000.00,18000000.00,235000000.00,253000000.00,18000000.00,,144000000.00,1786000000.00,6000000.00,,,,,,,59000000.00,1870000000.00,383000000.00,1403000000.00,145000000.00,,,170000000.00,
2000-12-31,2000-12-31,2001-02-12,USD,102000000.00,0.00,-295000000.00,0.00,-195000000.00,297000000.00,,-21000000.00,24000000.00,-290000000.00,-266000000.00,24000000.00,,-420000000.00,1427000000.00,5000000.00,,,,12000000.00,0.00,0.00,-88000000.00,1007000000.00,399000000.00,1028000000.00,125000000.00,0.00,0.00,0.00,
2001-03-31,2001-03-31,2001-05-14,USD,101000000.00,0.00,62000000.00,0.00,43000000.00,292000000.00,,385000000.00,22000000.00,-30000000.00,-8000000.00,22000000.00,,-13000000.00,1439000000.00,5000000.00,,,,-12000000.00,0.00,0.00,19000000.00,1431000000.00,393000000.00,1046000000.00,70000000.00,0.00,0.00,43000000.00,
2001-06-30,2001-06-30,2001-08-13,USD,122000000.00,0.00,87000000.00,0.00,61000000.00,281000000.00,,434000000.00,26000000.00,5000000.00,31000000.00,26000000.00,,80000000.00,1444000000.00,4000000.00,,,,0.00,0.00,0.00,26000000.00,1475000000.00,403000000.00,1041000000.00,56000000.00,0.00,0.00,61000000.00,
2001-09-30,2001-09-30,2001-12-21,USD,116000000.00,0.00,94000000.00,0.00,66000000.00,268000000.00,,437000000.00,30000000.00,96000000.00,126000000.00,30000000.00,,88000000.00,1397000000.00,2000000.00,,,,12000000.00,0.00,0.00,28000000.00,1450000000.00,384000000.00,1013000000.00,41000000.00,0.00,0.00,66000000.00,
2001-12-31,2001-12-31,2002-02-11,USD,113000000.00,0.00,53000000.00,0.00,38000000.00,289000000.00,,422000000.00,28000000.00,56000000.00,84000000.00,28000000.00,,57000000.00,1379000000.00,3000000.00,,,,0.00,0.00,0.00,15000000.00,1375000000.00,426000000.00,953000000.00,57000000.00,0.00,0.00,38000000.00,
2002-03-31,2002-03-31,2002-05-14,USD,111000000.00,0.00,55000000.00,0.00,40000000.00,270000000.00,,409000000.00,29000000.00,58000000.00,87000000.00,29000000.00,,58000000.00,1467000000.00,3000000.00,,,,0.00,0.00,0.00,15000000.00,1495000000.00,381000000.00,1086000000.00,27000000.00,0.00,0.00,40000000.00,
2002-06-30,2002-06-30,2002-08-09,USD,106000000.00,0.00,39000000.00,0.00,32000000.00,272000000.00,,391000000.00,28000000.00,41000000.00,69000000.00,28000000.00,,41000000.00,1416000000.00,2000000.00,,,,0.00,0.00,0.00,7000000.00,1429000000.00,378000000.00,1038000000.00,26000000.00,0.00,0.00,32000000.00,
2002-09-30,2002-09-30,2002-12-19,USD,117000000.00,0.00,-60000000.00,0.00,-45000000.00,280000000.00,,381000000.00,33000000.00,-58000000.00,-25000000.00,33000000.00,,11000000.00,1463000000.00,2000000.00,,,,0.00,0.00,0.00,-15000000.00,1443000000.00,401000000.00,1062000000.00,-40000000.00,0.00,0.00,33000000.00,
2002-12-31,2002-12-31,2003-02-10,USD,121000000.00,0.00,-8000000.00,0.00,-8000000.00,299000000.00,,406000000.00,32000000.00,-7000000.00,25000000.00,32000000.00,,17000000.00,1509000000.00,2000000.00,,,,0.00,0.00,0.00,-2000000.00,1472000000.00,443000000.00,1066000000.00,29000000.00,0.00,0.00,0.00,
2003-03-31,2003-03-31,2003-05-13,USD,119000000.00,0.00,19000000.00,0.00,14000000.00,300000000.00,,418000000.00,30000000.00,20000000.00,50000000.00,30000000.00,,15000000.00,1479000000.00,2000000.00,,,,0.00,0.00,0.00,5000000.00,1475000000.00,422000000.00,1057000000.00,23000000.00,0.00,0.00,14000000.00,
2003-06-30,2003-06-30,2003-08-12,USD,120000000.00,0.00,26000000.00,0.00,19000000.00,299000000.00,,428000000.00,31000000.00,-15000000.00,9000000.00,24000000.00,,23000000.00,1536000000.00,2000000.00,,,,0.00,0.00,0.00,7000000.00,1545000000.00,419000000.00,1117000000.00,17000000.00,0.00,0.00,19000000.00,
2003-09-30,2003-09-30,2003-12-19,USD,111000000.00,0.00,55000000.00,0.00,44000000.00,314000000.00,,456000000.00,20000000.00,57000000.00,77000000.00,20000000.00,,43000000.00,1684000000.00,2000000.00,,,,3000000.00,0.00,0.00,14000000.00,1715000000.00,425000000.00,1259000000.00,24000000.00,0.00,0.00,41000000.00,
2003-12-31,2003-12-31,2004-02-10,USD,119000000.00,0.00,87000000.00,0.00,63000000.00,343000000.00,,536000000.00,33000000.00,89000000.00,122000000.00,33000000.00,,74000000.00,1932000000.00,2000000.00,,,,0.00,0.00,0.00,24000000.00,2006000000.00,462000000.00,1470000000.00,13000000.00,0.00,0.00,63000000.00,
2004-03-31,2004-03-31,2004-05-06,USD,123000000.00,0.00,64000000.00,0.00,46000000.00,345000000.00,,530000000.00,36000000.00,62000000.00,98000000.00,36000000.00,,75000000.00,1857000000.00,1000000.00,,,,0.00,0.00,0.00,18000000.00,1909000000.00,478000000.00,1379000000.00,12000000.00,0.00,0.00,46000000.00,
2004-06-30,2004-06-30,2004-08-05,USD,125000000.00,0.00,85000000.00,0.00,61000000.00,354000000.00,,559000000.00,41000000.00,80000000.00,121000000.00,41000000.00,,72000000.00,1942000000.00,7000000.00,,,,0.00,0.00,0.00,24000000.00,2014000000.00,487000000.00,1455000000.00,13000000.00,0.00,0.00,61000000.00,
2004-09-30,2004-09-30,2004-12-03,USD,122000000.00,0.00,147000000.00,0.00,106000000.00,379000000.00,,634000000.00,40000000.00,147000000.00,187000000.00,40000000.00,,128000000.00,2222000000.00,5000000.00,,,,0.00,0.00,0.00,41000000.00,2350000000.00,506000000.00,1716000000.00,19000000.00,0.00,0.00,106000000.00,
2004-12-31,2004-12-31,2005-02-01,USD,123000000.00,0.00,429000000.00,0.00,295000000.00,470000000.00,,996000000.00,41000000.00,403000000.00,444000000.00,41000000.00,,403000000.00,3087000000.00,26000000.00,,,,0.00,0.00,0.00,134000000.00,3490000000.00,593000000.00,2494000000.00,26000000.00,0.00,0.00,295000000.00,
2005-03-31,2005-03-31,2005-05-04,USD,119000000.00,0.00,435000000.00,0.00,290000000.00,447000000.00,,968000000.00,41000000.00,402000000.00,443000000.00,41000000.00,,402000000.00,2841000000.00,33000000.00,,,,0.00,0.00,0.00,145000000.00,3243000000.00,566000000.00,2275000000.00,33000000.00,0.00,0.00,286000000.00,
2005-06-30,2005-06-30,2005-08-03,USD,145000000.00,0.00,472000000.00,0.00,319000000.00,472000000.00,,1044000000.00,46000000.00,426000000.00,472000000.00,46000000.00,,426000000.00,3094000000.00,46000000.00,,,,0.00,0.00,0.00,153000000.00,3520000000.00,618000000.00,2476000000.00,46000000.00,0.00,0.00,319000000.00,
2005-09-30,2005-09-30,2005-12-01,USD,147000000.00,0.00,478000000.00,0.00,430000000.00,470000000.00,,1035000000.00,51000000.00,418000000.00,469000000.00,51000000.00,,418000000.00,3260000000.00,60000000.00,,,,0.00,0.00,0.00,48000000.00,3678000000.00,617000000.00,2643000000.00,60000000.00,0.00,0.00,428000000.00,
2005-12-31,2005-12-31,2006-02-03,USD,182000000.00,0.00,831000000.00,0.00,565000000.00,632000000.00,,1564000000.00,52000000.00,750000000.00,802000000.00,52000000.00,,750000000.00,4999000000.00,81000000.00,,,,0.00,0.00,0.00,266000000.00,5749000000.00,814000000.00,4185000000.00,81000000.00,0.00,0.00,565000000.00,
2006-03-31,2006-03-31,2006-05-05,USD,176000000.00,0.00,605000000.00,0.00,410000000.00,592000000.00,,1297000000.00,50000000.00,529000000.00,579000000.00,50000000.00,,529000000.00,3830000000.00,76000000.00,,,,0.00,0.00,0.00,195000000.00,4359000000.00,768000000.00,3062000000.00,76000000.00,0.00,0.00,410000000.00,
2006-06-30,2006-06-30,2006-12-29,USD,175000000.00,0.00,661000000.00,0.00,472000000.00,584000000.00,,1325000000.00,57000000.00,566000000.00,623000000.00,57000000.00,,566000000.00,3804000000.00,0.00,,,,0.00,0.00,0.00,189000000.00,4370000000.00,759000000.00,3045000000.00,-4000000.00,0.00,0.00,472000000.00,
2006-09-30,2006-09-30,2006-12-29,USD,179000000.00,0.00,721000000.00,0.00,542000000.00,584000000.00,,1412000000.00,66000000.00,661000000.00,718000000.00,66000000.00,,608000000.00,4229000000.00,252000000.00,,,,0.00,0.00,0.00,179000000.00,4370000000.00,804000000.00,3425000000.00,-95000000.00,0.00,0.00,542000000.00,
2006-12-31,2006-12-31,2007-02-02,USD,184000000.00,0.00,1448000000.00,0.00,1004000000.00,714000000.00,,2220000000.00,74000000.00,1322000000.00,1396000000.00,74000000.00,,1322000000.00,5793000000.00,126000000.00,,,,0.00,0.00,0.00,444000000.00,7115000000.00,898000000.00,4895000000.00,126000000.00,0.00,0.00,1004000000.00,
2007-03-31,2007-03-31,2007-05-10,USD,183000000.00,0.00,1134000000.00,0.00,770000000.00,680000000.00,,1849000000.00,69000000.00,986000000.00,1055000000.00,69000000.00,,986000000.00,4278000000.00,148000000.00,,,,0.00,0.00,0.00,364000000.00,5264000000.00,863000000.00,3415000000.00,148000000.00,0.00,0.00,770000000.00,
2007-06-30,2007-06-30,2007-08-08,USD,208000000.00,0.00,1196000000.00,0.00,818000000.00,746000000.00,,1995000000.00,81000000.00,1041000000.00,1122000000.00,81000000.00,,1041000000.00,4369000000.00,155000000.00,,,,0.00,0.00,0.00,378000000.00,5410000000.00,954000000.00,3415000000.00,155000000.00,0.00,0.00,818000000.00,
2007-09-30,2007-09-30,2007-11-15,USD,207000000.00,0.00,1230000000.00,0.00,904000000.00,823000000.00,,2090000000.00,93000000.00,1060000000.00,1153000000.00,93000000.00,,1060000000.00,5157000000.00,170000000.00,,,,0.00,0.00,0.00,326000000.00,6217000000.00,1030000000.00,4127000000.00,170000000.00,0.00,0.00,904000000.00,
2007-12-31,2007-12-31,2008-02-01,USD,246000000.00,0.00,2326000000.00,0.00,1581000000.00,960000000.00,,3332000000.00,106000000.00,2126000000.00,2232000000.00,106000000.00,,2126000000.00,7482000000.00,200000000.00,,,,0.00,0.00,0.00,745000000.00,9608000000.00,1206000000.00,6276000000.00,200000000.00,0.00,0.00,1581000000.00,
